rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
1,spotify:track:5tpft20jhQvRlG3O7XfwWy,Tyler ICU /  Tumelo_za /  DJ Maphorisa /  Nandipha808 /  Ceeka RSA /  Tyrone Dee,Mnike (feat. DJ Maphorisa /  Nandipha808 /  Ceeka RSA & Tyron Dee),New Money Gang Records,1,1,6,698299,6,2023
2,spotify:track:1CrwpdodnkXcjPSrg8kw9g,Mas Musiq /  Daliwonga /  DJ Maphorisa /  Kabza De Small,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),New Money Gang Records,2,4,9,346354,6,2023
3,spotify:track:4k5FlWz3dfhyQzmRpVPZsW,Lady Amar /  JL SA /  Cici /  Murumba Pitch,Hamba Juba,Lea Records,1,2,16,344882,6,2023
4,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave /  Central Cee,Sprinter,Neighbourhood / Live Yours,4,-1,1,309163,6,2023
5,spotify:track:6T7FXSuXykeGktMLGp8WgE,Lil Durk /  J. Cole,All My Life (feat. J. Cole),Alamo,2,3,4,307394,6,2023
1,spotify:track:5tpft20jhQvRlG3O7XfwWy,Tyler ICU /  Tumelo_za /  DJ Maphorisa /  Nandipha808 /  Ceeka RSA /  Tyrone Dee,Mnike (feat. DJ Maphorisa /  Nandipha808 /  Ceeka RSA & Tyron Dee),New Money Gang Records,1,1,10,696672,7,2023
2,spotify:track:1CrwpdodnkXcjPSrg8kw9g,Mas Musiq /  Daliwonga /  DJ Maphorisa /  Kabza De Small,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),New Money Gang Records,2,2,13,365654,7,2023
3,spotify:track:0XSYoJ0MJpMB2tddyRcBEC,De Mthuda /  Da Muziqal Chef /  Eemoh,Sgudi Snyc,Universal Music (Pty) Ltd.,3,7,7,338164,7,2023
4,spotify:track:3js04Z5R4L1ZvtLPopSG8l,Myztro /  Daliwonga /  Xduppy /  ShaunMusiq & Ftears,Kunkra (feat. Xduppy & ShaunMusiq & Ftears),New Money Gang Records,4,4,3,307690,7,2023
5,spotify:track:4k5FlWz3dfhyQzmRpVPZsW,Lady Amar /  JL SA /  Cici /  Murumba Pitch,Hamba Juba,Lea Records,1,3,20,302417,7,2023
1,spotify:track:5tpft20jhQvRlG3O7XfwWy,Tyler ICU /  Tumelo_za /  DJ Maphorisa /  Nandipha808 /  Ceeka RSA /  Tyrone Dee,Mnike (feat. DJ Maphorisa /  Nandipha808 /  Ceeka RSA & Tyron Dee),New Money Gang Records,1,1,15,506016,8,2023
2,spotify:track:4J1H4EuucGhhYfcPpYCBRr,DJ Stokie /  Zee_nhle /  Omit ST /  Sobzeen,Awukhuzeki,Universal Music (Pty) Ltd.,2,2,8,448211,8,2023
3,spotify:track:0XSYoJ0MJpMB2tddyRcBEC,De Mthuda /  Da Muziqal Chef /  Eemoh,Sgudi Snyc,Universal Music (Pty) Ltd.,2,3,12,396678,8,2023
4,spotify:track:1CrwpdodnkXcjPSrg8kw9g,Mas Musiq /  Daliwonga /  DJ Maphorisa /  Kabza De Small,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),New Money Gang Records,2,6,18,306851,8,2023
5,spotify:track:5Yx3xbh3ob1TzcSkTZRYjT,Tebza De DJ /  DJ Nomza The King,Ka Valungu,Music Band Production / EMPIRE,5,7,3,295373,8,2023
1,spotify:track:5C9h6ZyskUiyAVDmhSfSdP,Mellow & Sleazy /  SjavasDaDeejay /  TitoM /  Tman Xpress,Imnandi lento (feat. Tman Xpress),Sound African Recordings,1,5,3,539079,9,2023
2,spotify:track:4J1H4EuucGhhYfcPpYCBRr,DJ Stokie /  Zee_nhle /  Omit ST /  Sobzeen,Awukhuzeki,Universal Music (Pty) Ltd.,1,1,12,479054,9,2023
3,spotify:track:5tpft20jhQvRlG3O7XfwWy,Tyler ICU /  Tumelo_za /  DJ Maphorisa /  Nandipha808 /  Ceeka RSA /  Tyrone Dee,Mnike (feat. DJ Maphorisa /  Nandipha808 /  Ceeka RSA & Tyron Dee),New Money Gang Records,1,2,19,404159,9,2023
4,spotify:track:1NQCinyxiglxekxXVPEhnC,Uncle Waffles /  Ice Beats Slide /  Sbuda Maleather,Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather),Encore Recordings,3,3,4,349179,9,2023
5,spotify:track:0XSYoJ0MJpMB2tddyRcBEC,De Mthuda /  Da Muziqal Chef /  Eemoh,Sgudi Snyc,Universal Music (Pty) Ltd.,2,4,16,344740,9,2023
1,spotify:track:5yyYL1FpimADTIftYQU0cg,Dlala Thukzin /  Zaba /  Sykes,iPlan,Dlala Records (PTY) Ltd,1,2,4,633720,10,2023
2,spotify:track:5C9h6ZyskUiyAVDmhSfSdP,Mellow & Sleazy /  SjavasDaDeejay /  TitoM /  Tman Xpress,Imnandi lento (feat. Tman Xpress),Sound African Recordings,1,1,8,610794,10,2023
3,spotify:track:7aqfrAY2p9BUSiupwk3svU,Drake /  J. Cole,First Person Shooter (feat. J. Cole),OVO/Republic,3,-1,1,509119,10,2023
4,spotify:track:3eP13S8D5m2cweMEg3ZDed,Drake,Virginia Beach,OVO/Republic,4,-1,1,437010,10,2023
5,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,Drake /  Yeat,IDGAF (feat. Yeat),OVO/Republic,5,-1,1,426252,10,2023
1,spotify:track:5yyYL1FpimADTIftYQU0cg,Dlala Thukzin /  Zaba /  Sykes,iPlan,Dlala Records (PTY) Ltd,1,1,8,510029,11,2023
2,spotify:track:5C9h6ZyskUiyAVDmhSfSdP,Mellow & Sleazy /  SjavasDaDeejay /  TitoM /  Tman Xpress,Imnandi lento (feat. Tman Xpress),Sound African Recordings,1,2,12,483764,11,2023
3,spotify:track:4URabg9AGHasjFEVdTbWcC,Kamo Mphela /  Tyler ICU /  Khalil Harrison /  Baby S.O.N,Dalie (feat. Baby S.O.N),KAMO MPHELA ENTERTAINMENT,3,3,3,437684,11,2023
4,spotify:track:7JbLSEDlRdoJaXk5ddZae2,Mthandeni SK /  Lwah Ndlunkulu,Paris,Mthandeni Music Production,4,5,13,406531,11,2023
5,spotify:track:3pImmSzeKex5ffzsDoaL3z,Bassie /  Aymos /  T-Man SA,Izenzo,Djs Production Pty Ltd,5,8,11,328520,11,2023
1,spotify:track:5yyYL1FpimADTIftYQU0cg,Dlala Thukzin /  Zaba /  Sykes,iPlan,Dlala Records (PTY) Ltd,1,1,12,796333,12,2023
2,spotify:track:0UBK6HcgmmWUQzFQTncmDz,Wanitwa Mos /  Nkosazana Daughter /  Master KG /  Dalom Kids,Keneilwe (feat. Dalom Kids),Wanitwa Mos Entertainment,2,2,3,714268,12,2023
3,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,Kabza De Small /  Mthunzi /  DJ Maphorisa /  Young Stunna /  Sizwe Alakine /  Umthakathi Kush,Imithandazo (feat. Young Stunna /  DJ Maphorisa /  Sizwe Alakine & Umthakathi Kush),Piano Hub,2,3,6,670823,12,2023
4,spotify:track:1eOOCRtXcPwK8qG8VjtczJ,Harrycane /  Master KG /  Eemoh /  DJ Latimmy,Dubula (feat. DJ Latimmy) - Remake,Wanitwa Mos Entertainment,3,4,5,540964,12,2023
5,spotify:track:3pImmSzeKex5ffzsDoaL3z,Bassie /  Aymos /  T-Man SA,Izenzo,Djs Production Pty Ltd,5,7,15,469458,12,2023
1,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,Kabza De Small /  Mthunzi /  DJ Maphorisa /  Young Stunna /  Sizwe Alakine /  Umthakathi Kush,Imithandazo (feat. Young Stunna /  DJ Maphorisa /  Sizwe Alakine & Umthakathi Kush),Piano Hub,1,1,11,899510,1,2024
2,spotify:track:0UBK6HcgmmWUQzFQTncmDz,Wanitwa Mos /  Nkosazana Daughter /  Master KG /  Dalom Kids,Keneilwe (feat. Dalom Kids),Wanitwa Mos Entertainment,2,2,8,529005,1,2024
3,spotify:track:5CD3ImPPdCW8QFQkjo5TXt,Shakes & Les /  DBN Gogo /  Zee Nxumalo /  Ceeka RSA /  Chley,Funk 55 (feat. Ceeka RSA /  Chley),Kreativekornerr,3,5,6,484629,1,2024
