rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
1,spotify:track:7ovUcF5uHTBRzUpB6ZOmvt,YOASOBI,アイドル,YOASOBI,1,1,18,2914822,8,2023
2,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,2,2,4,2546438,8,2023
3,spotify:track:12usPU2WnqgCHAW1EK2dfd,Tatsuya Kitani,青のすみか,Sony Music Labels Inc.,3,3,5,2120020,8,2023
4,spotify:track:10zz9RZt9DnqcxNWksRNrx,Vaundy,Kaiju no Hanauta,SDR Inc.,1,4,141,1741212,8,2023
5,spotify:track:1H3qOzheTPhE7aVvJOWfvA,SPITZ,美しい鰭,Universal Music LLC,2,7,18,1569056,8,2023
1,spotify:track:0GWNtMohuYUEHVZ40tcnHF,King Gnu,SPECIALZ,Sony Music Labels Inc.,1,-1,1,2542207,9,2023
2,spotify:track:7ovUcF5uHTBRzUpB6ZOmvt,YOASOBI,アイドル,YOASOBI,1,1,22,2393069,9,2023
3,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,2,2,8,2362941,9,2023
4,spotify:track:12usPU2WnqgCHAW1EK2dfd,Tatsuya Kitani,青のすみか,Sony Music Labels Inc.,3,3,9,1813960,9,2023
5,spotify:track:10zz9RZt9DnqcxNWksRNrx,Vaundy,Kaiju no Hanauta,SDR Inc.,1,4,145,1583009,9,2023
1,spotify:track:2tlOVDJ3lQsUxz22vPJ4c4,Ado,唱,UME - Global Clearing House,1,2,5,2625791,10,2023
2,spotify:track:0GWNtMohuYUEHVZ40tcnHF,King Gnu,SPECIALZ,Sony Music Labels Inc.,1,1,6,2441893,10,2023
3,spotify:track:1hAloWiinXLPQUJxrJReb1,YOASOBI,アイドル,YOASOBI,1,3,27,2129298,10,2023
4,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,1,4,13,2001347,10,2023
5,spotify:track:0YTM7bCx451c6LQbkddy4Q,YOASOBI,勇者,YOASOBI,5,8,2,1855071,10,2023
