rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
5,spotify:track:3z0GeNGWyVduziP1cQ0mFN,Irama /  Rkomi,5 Gocce (feat. Rkomi),Atlantic/WM Italy,3,5,19,2183749,7,2022
1,spotify:track:3gUzi41YOt3VExeyHSLsMj,thasup /  Lazza /  Sfera Ebbasta,s!r! (feat. Lazza & Sfera Ebbasta),Thasup s.r.l.,1,1,4,3105512,8,2022
2,spotify:track:1XpmMe95dk9jh3zuOMpeU2,Capo Plaza,Capri Sun,Atlantic/WM Italy,2,5,10,2465042,8,2022
3,spotify:track:7iLuBTHJSXM2HalKHFqEEy,Pinguini Tattici Nucleari,Giovani Wannabe,Columbia,3,3,11,2449287,8,2022
4,spotify:track:1A2tINguEx8NRA8WHmpUJw,Fedez /  Tananai /  Mara Sattei,LA DOLCE VITA,Columbia,1,4,10,2406979,8,2022
5,spotify:track:3h043RAJ7tKaG1HDFeet6w,Kaleb Di Masi /  Sfera Ebbasta /  Rvfv /  Omar Varela,Hace Calor - Remix,Wapeo,2,2,9,2386494,8,2022
1,spotify:track:3gUzi41YOt3VExeyHSLsMj,thasup /  Lazza /  Sfera Ebbasta,s!r! (feat. Lazza & Sfera Ebbasta),Thasup s.r.l.,1,1,8,2550246,9,2022
2,spotify:track:1XpmMe95dk9jh3zuOMpeU2,Capo Plaza,Capri Sun,Atlantic/WM Italy,2,2,14,2477777,9,2022
3,spotify:track:7iLuBTHJSXM2HalKHFqEEy,Pinguini Tattici Nucleari,Giovani Wannabe,Columbia,3,3,15,2107642,9,2022
4,spotify:track:3h043RAJ7tKaG1HDFeet6w,Kaleb Di Masi /  Sfera Ebbasta /  Rvfv /  Omar Varela,Hace Calor - Remix,Wapeo,2,4,13,1933131,9,2022
5,spotify:track:01DXwNf1GzEJkYTbXgL0eb,Lazza,USCITO DI GALERA,Universal Music Italia srL.,5,6,22,1906635,9,2022
1,spotify:track:50DsGEqRiQr6KdEYi0NuSP,thasup /  Lazza /  Sfera Ebbasta,s!r! (feat. Lazza & Sfera Ebbasta),Thasup s.r.l.,1,3,12,3710773,10,2022
2,spotify:track:6Tj82tvIsDmfMTskuomuEq,Pinguini Tattici Nucleari,Ricordi,Columbia,2,2,2,3499181,10,2022
3,spotify:track:0GUPqrlZYs3ANVhAifVlgJ,thasup /  Tiziano Ferro,r()t()nda (feat. Tiziano Ferro),Thasup s.r.l.,3,-1,1,3221476,10,2022
4,spotify:track:78xAYXMtvQkDvlqJA3fKu6,thasup /  Rondodasosa,c!ao (feat. Rondodasosa),Thasup s.r.l.,4,-1,1,3060057,10,2022
5,spotify:track:2BkoXEOE6vvkOKVNjPax2B,thasup /  Shiva,ye@h (feat. Shiva),Thasup s.r.l.,5,-1,1,2600910,10,2022
1,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,2,16,3752631,11,2022
2,spotify:track:36EFgeHW1tOUyMAhZ6cjfD,Geolier /  Lazza /  Takagi & Ketra,CHIAGNE (feat. Lazza & Takagi & Ketra),Columbia,1,1,2,2951845,11,2022
3,spotify:track:6Tj82tvIsDmfMTskuomuEq,Pinguini Tattici Nucleari,Ricordi,Columbia,1,4,7,2160000,11,2022
4,spotify:track:50DsGEqRiQr6KdEYi0NuSP,thasup /  Lazza /  Sfera Ebbasta,s!r! (feat. Lazza & Sfera Ebbasta),Thasup s.r.l.,1,3,17,2125099,11,2022
5,spotify:track:1Ame8XTX6QHY0l0ahqUhgv,Måneskin,THE LONELIEST,Epic,3,5,5,1777986,11,2022
1,spotify:track:1MboxS3hV7Wr8UVO59uRth,Shiva /  Sfera Ebbasta,Alleluia (feat. Sfera Ebbasta),Milano Ovest,1,1,2,3156260,12,2022
2,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,3,20,2985222,12,2022
3,spotify:track:1cc9BzqfV6aO0EV8c7jGnN,Shiva,Take 4,Milano Ovest,1,2,5,2951073,12,2022
4,spotify:track:0D3QZNAMH2d5MFkVlebo6h,Shiva,Non lo Sai,Milano Ovest,4,5,2,2468797,12,2022
5,spotify:track:0B0v5aiSz7yrphMgTZFLDq,Pinguini Tattici Nucleari,Ricordi,Columbia,1,8,11,2163661,12,2022
1,spotify:track:2E32Pv8w20r6ZH4oFecxOf,Geolier /  Sfera Ebbasta,X CASO (feat. Sfera Ebbasta),Columbia,1,-1,1,3353350,1,2023
2,spotify:track:0D3QZNAMH2d5MFkVlebo6h,Shiva,Non lo Sai,Milano Ovest,2,2,7,2569651,1,2023
3,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,1,25,2549312,1,2023
4,spotify:track:4midGjEpVz0mYkIdQMFX3l,Geolier /  Lazza /  Takagi & Ketra,CHIAGNE (feat. Lazza & Takagi & Ketra),Columbia,1,3,11,2500964,1,2023
5,spotify:track:3gMPES6pOosBWxkXAakOxq,Geolier /  Shiva /  Michelangelo,MONDAY (feat. Shiva & Michelangelo),Columbia,5,-1,1,2271897,1,2023
1,spotify:track:1xUnvxp9DFrpwXnO0RHKUp,Guè /  ANNA /  Sfera Ebbasta,Cookies N' Cream (feat. ANNA & Sfera Ebbasta),Universal Music Italia srL.,1,1,4,3545308,2,2023
2,spotify:track:4CQNELF3U3gyNcI6sLr6yK,Bresh /  SHUNE,Guasto D'Amore,Epic,2,2,2,3035092,2,2023
3,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,Bizarrap /  Shakira,Shakira: Bzrp Music Sessions /  Vol. 53,DALE PLAY Records,1,3,4,2720484,2,2023
