rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
2,spotify:track:0W3TCDzYM7xFrZSaXnQvs4,YSY A /  SPONSOR DIOS /  Evlay,CÓMO CHILLA ELLA,SPONSOR DIOS,2,2,4,2764592,12,2022
3,spotify:track:4qXWX3OmEKp0YCnnxJqTMO,La Joaqui /  Salastkbron /  Gusty dj,Dos Besitos,DALE PLAY Records / GOAT Records,3,3,6,2693022,12,2022
4,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,5,23,2602400,12,2022
5,spotify:track:45dlaEXrXW47TVbrQ4gK7E,Rei /  Callejero Fino,Tu Turrito,DALE PLAY Records,2,6,31,2543334,12,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,31,3191614,1,2023
2,spotify:track:0NO2zL0kw8sGGnaMvHKAZF,Cris Mj /  Duki /  Nicki Nicole /  Standly /  Stars Music Chile,Marisola - Remix,Virgin Music Chile,2,2,4,3178042,1,2023
3,spotify:track:6jRZ33ifS5VOTMwmPxhPhN,Luck Ra /  La K'onga /  Ke Personajes,Ya No Vuelvas (Versión Cuarteto),Sony Music Entertainment Chile S.A,3,4,6,3100049,1,2023
4,spotify:track:4J1vAbtAhMdsdpO1sKU3EO,La T y La M,Pa' la Selección,GraceMusic,3,3,4,2871162,1,2023
5,spotify:track:0oBtwScT4B4BR5kZitNWd5,Quevedo,PUNTO G,Quevedo,5,8,10,2606758,1,2023
1,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,Bizarrap /  Shakira,Shakira: Bzrp Music Sessions /  Vol. 53,DALE PLAY Records,1,1,5,4196613,2,2023
2,spotify:track:6jRZ33ifS5VOTMwmPxhPhN,Luck Ra /  La K'onga /  Ke Personajes,Ya No Vuelvas (Versión Cuarteto),Sony Music Entertainment Chile S.A,2,3,10,3755534,2,2023
3,spotify:track:1PAvhqefivTNdxZ4u8RT1d,TINI /  La Joaqui /  Steve Aoki,Muñecas,5020 Records,2,2,4,3745459,2,2023
4,spotify:track:1eIDsKCLwZF6CJK8pOgHX5,BM /  Phontana,M.A (Mejores Amigos),Wesaisons Records,4,4,14,3740875,2,2023
5,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,7,35,2777415,2,2023
1,spotify:track:7w7BrPbOjF5OxChs2dxFve,Big One /  Emilia /  Callejero Fino,En La Intimidad | CROSSOVER #1,Fifty One,1,1,5,4894666,3,2023
2,spotify:track:1eIDsKCLwZF6CJK8pOgHX5,BM /  Phontana,M.A (Mejores Amigos),Wesaisons Records,2,2,18,4236276,3,2023
3,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,KAROL G /  Shakira,TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,3,6,2,4190147,3,2023
4,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,Cupido,5020 Records,4,4,4,3540298,3,2023
5,spotify:track:1DxEbt6OSbrkRthk6pjZue,LiL CaKe /  Migrantes /  Nico Valdi,MERCHO,Sony Music Argentina,4,5,8,3496794,3,2023
1,spotify:track:7w7BrPbOjF5OxChs2dxFve,Big One /  Emilia /  Callejero Fino,En La Intimidad | CROSSOVER #1,Fifty One,1,1,9,4043129,4,2023
2,spotify:track:1eIDsKCLwZF6CJK8pOgHX5,BM /  Phontana,M.A (Mejores Amigos),Wesaisons Records,2,2,22,3639743,4,2023
3,spotify:track:7MVIfkyzuUmQ716j8U7yGR,Milo j /  Taiu,Rara Vez,Universal Music Argentina S.A.,3,4,8,3400791,4,2023
4,spotify:track:1gpayq8BQ8Z1AZSCHUeZOC,Ke Personajes /  Onda Sabanera,Pobre Corazón - En Vivo,Ke Personajes,4,9,5,3231438,4,2023
5,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,KAROL G /  Shakira,TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,2,3,6,3201452,4,2023
1,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,Big One /  FMK /  Ke Personajes,Un Finde | CROSSOVER #2,Fifty One,1,1,6,5859308,5,2023
2,spotify:track:1AX4aybSRyXHWrjg27wTFE,Ke Personajes /  Onda Sabanera,Pobre Corazón - En Vivo,Ke Personajes,2,4,10,3883813,5,2023
3,spotify:track:7JB29gnUowzSGRdIpeVqRQ,BM /  Callejero Fino /  La Joaqui /  Lola Indigo,M.A - Remix,DALE PLAY Records / Wesaisons Records,2,2,5,3716298,5,2023
4,spotify:track:2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas /  Peso Pluma,La Bebe - Remix,WM Mexico,4,6,7,3613941,5,2023
5,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera /  Bad Bunny,un x100to,Rimas Entertainment LLC.,3,3,4,3612398,5,2023
1,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,LIT killah /  Tiago PZK /  Maria Becerra /  Duki /  Emilia /  Rusherking /  Big One /  FMK,Los del Espacio,WEA Latina,1,-1,1,6362418,6,2023
2,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,Bizarrap /  Peso Pluma,Peso Pluma: Bzrp Music Sessions /  Vol. 55,DALE PLAY Records,2,51,2,5241620,6,2023
3,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,Big One /  FMK /  Ke Personajes,Un Finde | CROSSOVER #2,Fifty One,1,1,10,5086277,6,2023
4,spotify:track:2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas /  Peso Pluma,La Bebe - Remix,WM Mexico,2,2,11,3840768,6,2023
5,spotify:track:5FWQLEX0lavdxiWGBNkBQ4,Tiago PZK /  TINI,Me Enteré,WEA Latina,4,4,3,3636410,6,2023
1,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,Maria Becerra,CORAZÓN VACÍO,WEA Latina,1,2,2,5247835,7,2023
2,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,LIT killah /  Tiago PZK /  Maria Becerra /  Duki /  Emilia /  Rusherking /  Big One /  FMK,Los del Espacio,WEA Latina,1,1,5,4956188,7,2023
3,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,Big One /  FMK /  Ke Personajes,Un Finde | CROSSOVER #2,Fifty One,1,3,14,3822764,7,2023
4,spotify:track:5FWQLEX0lavdxiWGBNkBQ4,Tiago PZK /  TINI,Me Enteré,WEA Latina,4,9,7,2972274,7,2023
5,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,5,64,2,2774930,7,2023
1,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,1,7,4409956,8,2023
